book_id,title,author,description,genres,avg_rating,num_ratings,tags,combined_text
2637,We Have Always Lived in the Castle,"Shirley Jackson, Jonathan Lethem",<no description>,Horror,4.05,43602,Thriller Classics Young Adult Fantasy Crime Horror Mystery,"we have always lived in the castle shirley jackson, jonathan lethem horror thriller classics young adult fantasy crime horror mystery <no description>"
3329,The Heart Goes Last,Margaret Atwood,<no description>,Science Fiction,3.37,26841,Thriller Fantasy Science Fiction Romance,the heart goes last margaret atwood science fiction thriller fantasy science fiction romance <no description>
6437,Unveiled: Tamar (Lineage of Grace #1),Francine Rivers,<no description>,Historical,4.26,14441,Romance Historical Young Adult History Biography,unveiled: tamar (lineage of grace #1) francine rivers historical romance historical young adult history biography <no description>
5019,"Jimmy Corrigan, the Smartest Kid on Earth",Chris Ware,<no description>,Graphic Novels,4.1,17128,Classics Graphic Novels Historical Comics,"jimmy corrigan, the smartest kid on earth chris ware graphic novels classics graphic novels historical comics <no description>"
7325,"Rhapsody: Child of Blood (Symphony of Ages, #1)",Elizabeth Haydon,<no description>,Fantasy,3.95,16329,Romance Fantasy Science Fiction Young Adult,"rhapsody: child of blood (symphony of ages, #1) elizabeth haydon fantasy romance fantasy science fiction young adult <no description>"
3796,"Tricks (Tricks, #1)",Ellen Hopkins,<no description>,Young Adult,4.29,28687,Romance Young Adult Poetry,"tricks (tricks, #1) ellen hopkins young adult romance young adult poetry <no description>"
2664,Sweet Tooth,Ian McEwan,<no description>,Historical,3.4,32637,Romance Thriller Historical Crime History Mystery,sweet tooth ian mcewan historical romance thriller historical crime history mystery <no description>
8283,"Sovereign (Matthew Shardlake, #3)",C.J. Sansom,<no description>,Historical,4.28,11071,Thriller Historical Crime History Mystery,"sovereign (matthew shardlake, #3) c.j. sansom historical thriller historical crime history mystery <no description>"
1283,Ishmael:A Novel,Daniel Quinn,<no description>,Philosophy,3.97,63304,Psychology Science Fiction Classics Fantasy Philosophy History Self Help Non-Fiction,ishmael:a novel daniel quinn philosophy psychology science fiction classics fantasy philosophy history self help non-fiction <no description>
4149,"The Oresteia  (Ορέστεια, #1-3)","Aeschylus, Robert Fagles, William Bedell Stanford",<no description>,Classics,3.99,24588,Historical Poetry Classics Fantasy Philosophy History,"the oresteia  (ορέστεια, #1-3) aeschylus, robert fagles, william bedell stanford classics historical poetry classics fantasy philosophy history <no description>"
1363,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,<no description>,Fantasy,4.41,75133,Thriller Science Fiction Fantasy Horror Crime Mystery,"proven guilty (the dresden files, #8) jim butcher fantasy thriller science fiction fantasy horror crime mystery <no description>"
1438,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,<no description>,Non-Fiction,3.92,57468,Classics Philosophy Self Help Non-Fiction,the prayer of jabez:  breaking through to the blessed life bruce h. wilkinson non-fiction classics philosophy self help non-fiction <no description>
9629,The Man Who Listens to Horses,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",<no description>,Non-Fiction,4.1,9021,Psychology Business Self Help Non-Fiction Biography,"the man who listens to horses monty roberts, lucy grealy, lawrence scanlan non-fiction psychology business self help non-fiction biography <no description>"
3442,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting,"Pamela Druckerman, Abby Craden",<no description>,Travel,3.95,18276,Psychology Children Travel Philosophy Self Help Non-Fiction,"bringing up bébé: one american mother discovers the wisdom of french parenting pamela druckerman, abby craden travel psychology children travel philosophy self help non-fiction <no description>"
57,The Secret Life of Bees,Sue Monk Kidd,<no description>,Historical,4.01,916189,Classics Young Adult Romance Historical,the secret life of bees sue monk kidd historical classics young adult romance historical <no description>
4598,I Never Promised You a Rose Garden,"Hannah  Green, Joanne Greenberg",<no description>,Psychology,3.85,22420,Psychology Classics Young Adult Non-Fiction Biography,"i never promised you a rose garden hannah  green, joanne greenberg psychology psychology classics young adult non-fiction biography <no description>"
8480,"Maryamah Karpov: Mimpi-mimpi Lintang (Tetralogi Laskar Pelangi, #4)",Andrea Hirata,<no description>,Romance,3.6,8399,Romance Young Adult Travel Non-Fiction Biography,"maryamah karpov: mimpi-mimpi lintang (tetralogi laskar pelangi, #4) andrea hirata romance romance young adult travel non-fiction biography <no description>"
5366,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)","Brian K. Vaughan, Pia Guerra, José Marzán Jr.",<no description>,Graphic Novels,4.34,19916,Romance Thriller Science Fiction Graphic Novels Comics Fantasy,"y: the last man, vol. 10: whys and wherefores (y: the last man, #10) brian k. vaughan, pia guerra, josé marzán jr. graphic novels romance thriller science fiction graphic novels comics fantasy <no description>"
1845,Alias Grace,"Margaret Atwood, Brigitte Walitzek",<no description>,Historical,3.97,51511,Psychology Historical Classics Crime History Mystery,"alias grace margaret atwood, brigitte walitzek historical psychology historical classics crime history mystery <no description>"
5516,"Three Times Lucky (Tupelo Landing, #1)",Sheila Turnage,<no description>,Mystery,4.01,17797,Crime Mystery Young Adult Children,"three times lucky (tupelo landing, #1) sheila turnage mystery crime mystery young adult children <no description>"
8574,"Girl, Stolen (Girl, Stolen #1)",April Henry,<no description>,Young Adult,3.99,13108,Thriller Romance Young Adult Horror Crime Mystery,"girl, stolen (girl, stolen #1) april henry young adult thriller romance young adult horror crime mystery <no description>"
6264,The Covenant,James A. Michener,<no description>,History,4.17,15610,History Historical,the covenant james a. michener history history historical <no description>
2881,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett,<no description>,Fantasy,4.23,39419,Fantasy Science Fiction Young Adult,"making money (discworld, #36; moist von lipwig, #2) terry pratchett fantasy fantasy science fiction young adult <no description>"
1744,"The Redbreast (Harry Hole, #3)","Jo Nesbø, Don Bartlett",<no description>,Mystery,3.94,49999,Thriller Mystery Crime Historical,"the redbreast (harry hole, #3) jo nesbø, don bartlett mystery thriller mystery crime historical <no description>"
8399,First Among Equals,Jeffrey Archer,<no description>,Thriller,3.87,11171,Thriller Historical Classics Fantasy Crime Mystery,first among equals jeffrey archer thriller thriller historical classics fantasy crime mystery <no description>
4170,"Strange Angels (Strange Angels, #1)","Lili St. Crow, Lilith Saintcrow",<no description>,Romance,3.78,35169,Romance Fantasy Horror Young Adult Mystery,"strange angels (strange angels, #1) lili st. crow, lilith saintcrow romance romance fantasy horror young adult mystery <no description>"
5198,Of Love and Shadows,"Isabel Allende, Margaret Sayers Peden",<no description>,Historical,3.96,15919,Romance Fantasy Classics Historical,"of love and shadows isabel allende, margaret sayers peden historical romance fantasy classics historical <no description>"
8994,"Bones Are Forever (Temperance Brennan, #15)",Kathy Reichs,<no description>,Mystery,3.86,12132,Thriller Mystery Crime,"bones are forever (temperance brennan, #15) kathy reichs mystery thriller mystery crime <no description>"
741,The Girls' Guide to Hunting and Fishing,Melissa Bank,<no description>,Romance,3.29,113977,Romance Young Adult Classics Non-Fiction,the girls' guide to hunting and fishing melissa bank romance romance young adult classics non-fiction <no description>
9067,"The Golden Dynasty (Fantasyland, #2)",Kristen Ashley,<no description>,Fantasy,4.46,19783,Romance Fantasy Science Fiction,"the golden dynasty (fantasyland, #2) kristen ashley fantasy romance fantasy science fiction <no description>"
1625,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,<no description>,Non-Fiction,3.93,50215,Philosophy Psychology Self Help Non-Fiction,wild at heart: discovering the secret of a man's soul john eldredge non-fiction philosophy psychology self help non-fiction <no description>
525,"Pandemonium (Delirium, #2)",Lauren Oliver,<no description>,Science Fiction,4.07,181656,Romance Fantasy Science Fiction Young Adult,"pandemonium (delirium, #2) lauren oliver science fiction romance fantasy science fiction young adult <no description>"
8000,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,<no description>,Non-Fiction,4.02,11437,Psychology Philosophy History Self Help Non-Fiction,the red queen: sex and the evolution of human nature matt ridley non-fiction psychology philosophy history self help non-fiction <no description>
4420,Natchez Burning,Greg Iles,<no description>,Mystery,4.12,18722,Thriller Historical Crime History Mystery,natchez burning greg iles mystery thriller historical crime history mystery <no description>
5427,Straight Talking,Jane Green,<no description>,Romance,3.63,17917,Romance Young Adult,straight talking jane green romance romance young adult <no description>
6690,The Amber Room,Steve Berry,<no description>,Thriller,3.83,16519,Thriller Historical Crime History Mystery,the amber room steve berry thriller thriller historical crime history mystery <no description>
7383,"Outcast of Redwall (Redwall, #8)",Brian Jacques,<no description>,Fantasy,3.9,15874,Science Fiction Children Classics Fantasy Young Adult,"outcast of redwall (redwall, #8) brian jacques fantasy science fiction children classics fantasy young adult <no description>"
436,The God of Small Things,Arundhati Roy,<no description>,Historical,3.91,165378,Classics Romance Historical,the god of small things arundhati roy historical classics romance historical <no description>
2961,"Freak the Mighty (Freak The Mighty, #1)",Rodman Philbrick,<no description>,Young Adult,3.98,34587,Classics Young Adult Children,"freak the mighty (freak the mighty, #1) rodman philbrick young adult classics young adult children <no description>"
309,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,<no description>,Fantasy,4.16,341826,Romance Fantasy Young Adult,"city of fallen angels (the mortal instruments, #4) cassandra clare fantasy romance fantasy young adult <no description>"
1566,Ethan Frome,Edith Wharton,<no description>,Classics,3.35,72421,Classics Historical Young Adult Romance,ethan frome edith wharton classics classics historical young adult romance <no description>
2632,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,<no description>,Science Fiction,4.17,40781,Science Fiction Classics Fantasy Philosophy Mystery,"the sparrow (the sparrow, #1) mary doria russell science fiction science fiction classics fantasy philosophy mystery <no description>"
5598,"The Fire Within (The Last Dragon Chronicles, #1)",Chris d'Lacey,<no description>,Fantasy,3.76,22634,Science Fiction Children Fantasy Young Adult Mystery,"the fire within (the last dragon chronicles, #1) chris d'lacey fantasy science fiction children fantasy young adult mystery <no description>"
9478,Tao of Pooh and Te of Piglet Boxed Set,Benjamin Hoff,<no description>,Philosophy,4.15,8206,Psychology Classics Business Fantasy Philosophy Self Help Non-Fiction,tao of pooh and te of piglet boxed set benjamin hoff philosophy psychology classics business fantasy philosophy self help non-fiction <no description>
402,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,<no description>,Classics,4.15,195689,Thriller Science Fiction Historical Poetry Classics Fantasy Young Adult Crime Horror Mystery,the tell-tale heart and other writings edgar allan poe classics thriller science fiction historical poetry classics fantasy young adult crime horror mystery <no description>
3827,Batman: Hush,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",<no description>,Graphic Novels,4.29,24125,Thriller Romance Science Fiction Graphic Novels Fantasy Young Adult Crime Mystery,"batman: hush jeph loeb, jim lee, scott williams, alex sinclair, richard starkings graphic novels thriller romance science fiction graphic novels fantasy young adult crime mystery <no description>"
882,Eye of the Needle,Ken Follett,<no description>,Thriller,4.16,93475,Thriller Romance Historical Classics Crime History Mystery,eye of the needle ken follett thriller thriller romance historical classics crime history mystery <no description>
3998,"Angels (Walsh Family, #3)",Marian Keyes,<no description>,Romance,3.73,25680,Romance,"angels (walsh family, #3) marian keyes romance romance <no description>"
7119,"The Ship Who Sang (Brainship, #1)",Anne McCaffrey,<no description>,Science Fiction,4.0,18613,Romance Science Fiction Classics Fantasy Young Adult,"the ship who sang (brainship, #1) anne mccaffrey science fiction romance science fiction classics fantasy young adult <no description>"
3266,NARUTO -ナルト- 巻ノ四十三,Masashi Kishimoto,<no description>,Fantasy,4.57,26364,Graphic Novels Fantasy Young Adult Comics,naruto -ナルト- 巻ノ四十三 masashi kishimoto fantasy graphic novels fantasy young adult comics <no description>
8407,"The Survivor (Mitch Rapp, #14)","Vince Flynn, Kyle Mills, Armand Schultz",<no description>,Thriller,4.2,6945,Thriller Mystery Crime,"the survivor (mitch rapp, #14) vince flynn, kyle mills, armand schultz thriller thriller mystery crime <no description>"
5010,"Inca Gold (Dirk Pitt, #12)",Clive Cussler,<no description>,Thriller,3.96,20297,Thriller Science Fiction Historical Crime Mystery,"inca gold (dirk pitt, #12) clive cussler thriller thriller science fiction historical crime mystery <no description>"
5737,Mother of Pearl,Melinda Haynes,<no description>,Historical,3.67,17378,Historical,mother of pearl melinda haynes historical historical <no description>
5555,"Jet (Marked Men, #2)",Jay Crownover,<no description>,Romance,4.09,32332,Romance Young Adult,"jet (marked men, #2) jay crownover romance romance young adult <no description>"
289,"Watership Down (Watership Down, #1)",Richard Adams,<no description>,Classics,4.05,292426,Classics Fantasy Young Adult Children,"watership down (watership down, #1) richard adams classics classics fantasy young adult children <no description>"
5565,"Allies of the Night (Cirque du Freak, #8)",Darren Shan,<no description>,Fantasy,4.19,18649,Thriller Science Fiction Children Fantasy Young Adult Horror Mystery,"allies of the night (cirque du freak, #8) darren shan fantasy thriller science fiction children fantasy young adult horror mystery <no description>"
8325,A Work in Progress,Connor Franta,<no description>,Non-Fiction,4.36,14397,Young Adult Self Help Non-Fiction Biography,a work in progress connor franta non-fiction young adult self help non-fiction biography <no description>
2624,Prelude to Foundation,Isaac Asimov,<no description>,Science Fiction,4.05,40342,Classics Fantasy Science Fiction,prelude to foundation isaac asimov science fiction classics fantasy science fiction <no description>
8860,Sanctuary,Nora Roberts,<no description>,Romance,3.87,14219,Romance Mystery Crime Thriller,sanctuary nora roberts romance romance mystery crime thriller <no description>
477,"Killing Floor (Jack Reacher, #1)",Lee Child,<no description>,Thriller,4.04,162972,Thriller Mystery Crime,"killing floor (jack reacher, #1) lee child thriller thriller mystery crime <no description>"
8592,"Kushiel's Mercy (Imriel's Trilogy, #3)",Jacqueline Carey,<no description>,Fantasy,4.3,13337,Romance Fantasy Science Fiction Historical,"kushiel's mercy (imriel's trilogy, #3) jacqueline carey fantasy romance fantasy science fiction historical <no description>"
9714,The River Why,David James Duncan,<no description>,Philosophy,4.24,7735,Philosophy Classics Non-Fiction,the river why david james duncan philosophy philosophy classics non-fiction <no description>
6523,"The Neon Rain (Dave Robicheaux, #1)",James Lee Burke,<no description>,Mystery,3.98,14693,Thriller Mystery Crime,"the neon rain (dave robicheaux, #1) james lee burke mystery thriller mystery crime <no description>"
3112,"Private (Private, #1)","James Patterson, Maxine Paetro",<no description>,Mystery,3.88,31061,Thriller Mystery Crime,"private (private, #1) james patterson, maxine paetro mystery thriller mystery crime <no description>"
9471,Staying Fat for Sarah Byrnes,Chris Crutcher,<no description>,Young Adult,3.94,11544,Romance Young Adult Mystery,staying fat for sarah byrnes chris crutcher young adult romance young adult mystery <no description>
738,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Robert C. O'Brien,<no description>,Fantasy,4.13,135978,Science Fiction Children Classics Fantasy Young Adult,"mrs. frisby and the rats of nimh (rats of nimh, #1) robert c. o'brien fantasy science fiction children classics fantasy young adult <no description>"
3134,The Orchardist,Amanda Coplin,<no description>,Historical,3.75,30121,History Historical,the orchardist amanda coplin historical history historical <no description>
8048,Cook with Jamie,Jamie Oliver,<no description>,Cooking,4.05,10592,Cooking Non-Fiction,cook with jamie jamie oliver cooking cooking non-fiction <no description>
6552,Body Surfing,Anita Shreve,<no description>,Romance,3.31,15041,Romance,body surfing anita shreve romance romance <no description>
5408,"Undone (Will Trent, #3)",Karin Slaughter,<no description>,Mystery,4.24,17871,Thriller Mystery Crime Romance,"undone (will trent, #3) karin slaughter mystery thriller mystery crime romance <no description>"
5564,Thunderhead,"Douglas Preston, Lincoln Child",<no description>,Thriller,4.09,19704,Thriller Science Fiction Historical Fantasy Horror Crime Mystery,"thunderhead douglas preston, lincoln child thriller thriller science fiction historical fantasy horror crime mystery <no description>"
5329,"Dragon Wing (The Death Gate Cycle, #1)","Margaret Weis, Tracy Hickman",<no description>,Fantasy,3.93,20720,Fantasy Science Fiction Young Adult,"dragon wing (the death gate cycle, #1) margaret weis, tracy hickman fantasy fantasy science fiction young adult <no description>"
6719,Storm Born (Dark Swan #1),Richelle Mead,<no description>,Fantasy,3.9,25018,Romance Fantasy Science Fiction Young Adult,storm born (dark swan #1) richelle mead fantasy romance fantasy science fiction young adult <no description>
5119,Clapton: The Autobiography,Eric Clapton,<no description>,Biography,3.81,16369,History Non-Fiction Biography,clapton: the autobiography eric clapton biography history non-fiction biography <no description>
4620,Barbarians at the Gate: The Fall of RJR Nabisco,"Bryan Burrough, John Helyar",<no description>,Business,4.22,19176,Business Classics History Non-Fiction Biography,"barbarians at the gate: the fall of rjr nabisco bryan burrough, john helyar business business classics history non-fiction biography <no description>"
3690,"Second Son (Jack Reacher, #15.5)",Lee Child,<no description>,Thriller,3.95,24230,Thriller Mystery Crime,"second son (jack reacher, #15.5) lee child thriller thriller mystery crime <no description>"
7717,Millions of Cats,Wanda Gág,<no description>,Children,4.08,16991,Classics Fantasy Young Adult Children,millions of cats wanda gág children classics fantasy young adult children <no description>
1840,Fantasy Lover (Dark-Hunterverse #1),Sherrilyn Kenyon,<no description>,Romance,4.17,70274,Romance Fantasy,fantasy lover (dark-hunterverse #1) sherrilyn kenyon romance romance fantasy <no description>
1996,Pinocchio,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",<no description>,Young Adult,3.86,48961,Young Adult,"pinocchio carlo collodi, john boyne, monteiro lobato, unknown young adult young adult <no description>"
2400,"Map of Bones (Sigma Force, #2)",James Rollins,<no description>,Thriller,4.06,42828,Thriller Science Fiction Historical Fantasy Crime History Mystery,"map of bones (sigma force, #2) james rollins thriller thriller science fiction historical fantasy crime history mystery <no description>"
6511,"The Immortals Boxed Set (The Immortals, #1-3)",Alyson Noel,<no description>,Fantasy,4.28,13128,Romance Fantasy Mystery Young Adult,"the immortals boxed set (the immortals, #1-3) alyson noel fantasy romance fantasy mystery young adult <no description>"
9357,My Brother Sam Is Dead,"James Lincoln Collier, Christopher Collier",<no description>,Historical,3.39,12817,Historical Children Classics Young Adult History,"my brother sam is dead james lincoln collier, christopher collier historical historical children classics young adult history <no description>"
4120,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,<no description>,Non-Fiction,4.08,21141,Philosophy History Psychology Non-Fiction,the blind watchmaker: why the evidence of evolution reveals a universe without design richard dawkins non-fiction philosophy history psychology non-fiction <no description>
5895,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",Alan Bradley,<no description>,Mystery,4.09,21288,Crime Mystery Young Adult Historical,"i am half-sick of shadows (flavia de luce, #4) alan bradley mystery crime mystery young adult historical <no description>"
801,This is Where I Leave You,Jonathan Tropper,<no description>,Romance,3.88,98645,Romance,this is where i leave you jonathan tropper romance romance <no description>
8424,"Welcome to the Jungle (The Dresden Files, #0.5)",Jim Butcher,<no description>,Fantasy,4.09,13833,Thriller Science Fiction Graphic Novels Comics Fantasy Horror Crime Mystery,"welcome to the jungle (the dresden files, #0.5) jim butcher fantasy thriller science fiction graphic novels comics fantasy horror crime mystery <no description>"
7681,"Elephants Can Remember (Hercule Poirot, #37)",Agatha Christie,<no description>,Mystery,3.62,15420,Classics Mystery Crime Thriller,"elephants can remember (hercule poirot, #37) agatha christie mystery classics mystery crime thriller <no description>"
1406,Winter Garden,Kristin Hannah,<no description>,Historical,4.13,66577,Romance History Mystery Historical,winter garden kristin hannah historical romance history mystery historical <no description>
5432,Ash,Malinda Lo,<no description>,Fantasy,3.62,14513,Romance Fantasy Young Adult,ash malinda lo fantasy romance fantasy young adult <no description>
70,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,<no description>,Science Fiction,4.3,813439,Science Fiction Children Classics Young Adult Fantasy,"ender's game (ender's saga, #1) orson scott card science fiction science fiction children classics young adult fantasy <no description>"
9544,The Wave,"Morton Rhue, Todd Strasser",<no description>,Young Adult,3.54,9392,Thriller Psychology Historical Classics Young Adult Philosophy History Non-Fiction,"the wave morton rhue, todd strasser young adult thriller psychology historical classics young adult philosophy history non-fiction <no description>"
2760,"The League of Extraordinary Gentlemen, Vol. 1","Alan Moore, Kevin O'Neill",<no description>,Graphic Novels,3.93,40404,Science Fiction Historical Graphic Novels Classics Fantasy Horror Young Adult Crime History Mystery,"the league of extraordinary gentlemen, vol. 1 alan moore, kevin o'neill graphic novels science fiction historical graphic novels classics fantasy horror young adult crime history mystery <no description>"
8295,The Stories of Eva Luna,Isabel Allende,<no description>,Romance,3.96,10862,Romance Fantasy Classics Historical,the stories of eva luna isabel allende romance romance fantasy classics historical <no description>
1587,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",<no description>,Historical,3.92,54341,Historical,"saving ceecee honeycutt beth hoffman, jenna lamia historical historical <no description>"
6667,"Crave (Fallen Angels, #2)",J.R. Ward,<no description>,Romance,4.09,22105,Romance Fantasy Mystery,"crave (fallen angels, #2) j.r. ward romance romance fantasy mystery <no description>"
8015,The Hungry Tide,Amitav Ghosh,<no description>,Historical,3.91,9722,Romance History Historical,the hungry tide amitav ghosh historical romance history historical <no description>
1075,Dolores Claiborne,"Stephen King, Dominique Dill",<no description>,Horror,3.81,71053,Thriller Fantasy Crime Horror Mystery,"dolores claiborne stephen king, dominique dill horror thriller fantasy crime horror mystery <no description>"
3064,Purity,Jonathan Franzen,<no description>,Fiction,3.59,24811,,purity jonathan franzen fiction  <no description>
6488,"Shakespeare's Landlord (Lily Bard, #1)",Charlaine Harris,<no description>,Mystery,3.76,21091,Romance Thriller Fantasy Crime Mystery,"shakespeare's landlord (lily bard, #1) charlaine harris mystery romance thriller fantasy crime mystery <no description>"
4706,Can't We Talk about Something More Pleasant?,Roz Chast,<no description>,Graphic Novels,4.1,19118,Graphic Novels Non-Fiction Biography Comics,can't we talk about something more pleasant? roz chast graphic novels graphic novels non-fiction biography comics <no description>
9070,The Ice Queen,Alice Hoffman,<no description>,Fantasy,3.51,12922,Romance Fantasy Mystery,the ice queen alice hoffman fantasy romance fantasy mystery <no description>
2604,"Taltos (Lives of the Mayfair Witches, #3)","Anne Rice, Tim Curry",<no description>,Horror,3.78,40915,Romance Thriller Science Fiction Historical Fantasy Horror Mystery,"taltos (lives of the mayfair witches, #3) anne rice, tim curry horror romance thriller science fiction historical fantasy horror mystery <no description>"
7739,The Christmas Sweater,Glenn Beck,<no description>,Non-Fiction,3.79,12916,Romance Children Fantasy Self Help Non-Fiction Biography,the christmas sweater glenn beck non-fiction romance children fantasy self help non-fiction biography <no description>
1580,A Doll's House,"Henrik Ibsen, Michael   Meyer",<no description>,Historical,3.69,69450,Classics Romance Historical,"a doll's house henrik ibsen, michael   meyer historical classics romance historical <no description>"
5059,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,<no description>,Non-Fiction,3.54,17668,Philosophy Self Help Non-Fiction,"love wins: a book about heaven, hell, and the fate of every person who ever lived rob bell non-fiction philosophy self help non-fiction <no description>"
5754,Collected Fictions,"Jorge Luis Borges, Andrew Hurley",<no description>,Classics,4.58,16474,Science Fiction Poetry Classics Fantasy Philosophy History Horror,"collected fictions jorge luis borges, andrew hurley classics science fiction poetry classics fantasy philosophy history horror <no description>"
3549,"Fever (Breathless, #2)",Maya Banks,<no description>,Romance,4.01,39102,Romance,"fever (breathless, #2) maya banks romance romance <no description>"
410,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,<no description>,Classics,3.61,199346,Historical Classics Young Adult History Non-Fiction,"things fall apart (the african trilogy, #1) chinua achebe classics historical classics young adult history non-fiction <no description>"
4098,The Next Best Thing,Jennifer Weiner,<no description>,Romance,3.46,24098,Romance,the next best thing jennifer weiner romance romance <no description>
6462,"Sentinel (Covenant, #5)",Jennifer L. Armentrout,<no description>,Young Adult,4.49,24150,Romance Young Adult Fantasy,"sentinel (covenant, #5) jennifer l. armentrout young adult romance young adult fantasy <no description>"
5602,"After We Collided (After, #2)",Anna Todd,<no description>,Romance,3.73,16338,Romance Young Adult,"after we collided (after, #2) anna todd romance romance young adult <no description>"
5232,Polgara the Sorceress (Malloreon),"David Eddings, Leigh Eddings",<no description>,Fantasy,4.07,22802,Romance Fantasy Science Fiction Young Adult,"polgara the sorceress (malloreon) david eddings, leigh eddings fantasy romance fantasy science fiction young adult <no description>"
3778,"Never Never: Part Two (Never Never, #2)","Colleen Hoover, Tarryn Fisher",<no description>,Romance,4.12,31325,Romance Thriller Young Adult Fantasy Mystery,"never never: part two (never never, #2) colleen hoover, tarryn fisher romance romance thriller young adult fantasy mystery <no description>"
2727,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,<no description>,History,3.85,32506,Philosophy History Non-Fiction,"a history of god: the 4,000-year quest of judaism, christianity, and islam karen armstrong history philosophy history non-fiction <no description>"
478,Robinson Crusoe,"Daniel Defoe, Gerald McCann, Virginia Woolf",<no description>,Classics,3.66,178188,Children Historical Classics Young Adult Travel Fantasy History,"robinson crusoe daniel defoe, gerald mccann, virginia woolf classics children historical classics young adult travel fantasy history <no description>"
1330,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,Richard Carlson,<no description>,Psychology,3.95,63324,Psychology Classics Business Philosophy Self Help Non-Fiction,don't sweat the small stuff ... and it's all small stuff: simple ways to keep the little things from taking over your life richard carlson psychology psychology classics business philosophy self help non-fiction <no description>
4036,"Virals (Virals, #1)","Kathy Reichs, Brendan Reichs",<no description>,Young Adult,3.94,30226,Thriller Science Fiction Young Adult Fantasy Crime Mystery,"virals (virals, #1) kathy reichs, brendan reichs young adult thriller science fiction young adult fantasy crime mystery <no description>"
9643,"The Gate Thief (Mither Mages, #2)",Orson Scott Card,<no description>,Fantasy,3.77,9209,Fantasy Science Fiction Young Adult,"the gate thief (mither mages, #2) orson scott card fantasy fantasy science fiction young adult <no description>"
1778,Frida: A Biography of Frida Kahlo,Hayden Herrera,<no description>,Biography,3.94,43976,Romance Classics History Non-Fiction Biography,frida: a biography of frida kahlo hayden herrera biography romance classics history non-fiction biography <no description>
6097,The Magic Finger (Young Puffin Developing Reader),"Roald Dahl, Quentin Blake",<no description>,Fantasy,3.66,19018,Classics Fantasy Young Adult Children,"the magic finger (young puffin developing reader) roald dahl, quentin blake fantasy classics fantasy young adult children <no description>"
752,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,<no description>,Romance,4.49,160485,Romance Fantasy Mystery Young Adult,"crown of midnight (throne of glass, #2) sarah j. maas romance romance fantasy mystery young adult <no description>"
5793,"The Heart of Betrayal (The Remnant Chronicles, #2)",Mary E. Pearson,<no description>,Fantasy,4.32,24104,Romance Historical Fantasy Young Adult Mystery,"the heart of betrayal (the remnant chronicles, #2) mary e. pearson fantasy romance historical fantasy young adult mystery <no description>"
4061,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together","Bryan Lee O'Malley, Steve Buccellato",<no description>,Graphic Novels,4.32,27532,Romance Science Fiction Graphic Novels Comics Young Adult Fantasy,"scott pilgrim, volume 4: scott pilgrim gets it together bryan lee o'malley, steve buccellato graphic novels romance science fiction graphic novels comics young adult fantasy <no description>"
9042,The Painter,Peter Heller,<no description>,Mystery,3.76,8666,Thriller Mystery Crime,the painter peter heller mystery thriller mystery crime <no description>
6031,Jasper Jones,Craig Silvey,<no description>,Young Adult,4.06,12680,Romance Thriller Historical Classics Young Adult Crime Mystery,jasper jones craig silvey young adult romance thriller historical classics young adult crime mystery <no description>
5899,"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn,<no description>,Romance,4.08,17402,Romance History Historical,"an offer from a gentleman (bridgertons, #3) julia quinn romance romance history historical <no description>"
9339,The Protector (O'Malley #4),Dee Henderson,<no description>,Romance,4.38,10704,Romance Thriller Young Adult Crime Mystery,the protector (o'malley #4) dee henderson romance romance thriller young adult crime mystery <no description>
9161,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",Bisco Hatori,<no description>,Romance,4.44,12788,Romance Graphic Novels Young Adult Comics,"ouran high school host club, vol. 3 (ouran high school host club, #3) bisco hatori romance romance graphic novels young adult comics <no description>"
