book_id,title,author,description,genres,avg_rating,num_ratings,tags,combined_text
2895,Think Like a Freak,"Steven D. Levitt, Stephen J. Dubner",<no description>,Business,3.82,25990,Psychology Business Philosophy Self Help Non-Fiction,"think like a freak steven d. levitt, stephen j. dubner business psychology business philosophy self help non-fiction <no description>"
2896,Drama,"Raina Telgemeier, Gurihiru",<no description>,Graphic Novels,4.14,42759,Romance Children Graphic Novels Comics Young Adult,"drama raina telgemeier, gurihiru graphic novels romance children graphic novels comics young adult <no description>"
2897,Assassination Vacation,Sarah Vowell,<no description>,Non-Fiction,3.98,32176,Travel Crime History Non-Fiction Biography,assassination vacation sarah vowell non-fiction travel crime history non-fiction biography <no description>
2898,Nine Princes in Amber (The Chronicles of Amber #1),Roger Zelazny,<no description>,Fantasy,4.1,37961,Classics Fantasy Mystery Science Fiction,nine princes in amber (the chronicles of amber #1) roger zelazny fantasy classics fantasy mystery science fiction <no description>
2899,The Museum of Extraordinary Things,Alice Hoffman,<no description>,Historical,3.73,29805,Romance Historical Fantasy Young Adult History Mystery,the museum of extraordinary things alice hoffman historical romance historical fantasy young adult history mystery <no description>
2900,"Ender in Exile (Ender's Saga, #1.2)",Orson Scott Card,<no description>,Science Fiction,3.89,29389,Fantasy Science Fiction Young Adult Children,"ender in exile (ender's saga, #1.2) orson scott card science fiction fantasy science fiction young adult children <no description>"
2901,"Undead and Unwed (Undead, #1)",MaryJanice Davidson,<no description>,Romance,3.81,45634,Romance Fantasy Young Adult Horror Mystery,"undead and unwed (undead, #1) maryjanice davidson romance romance fantasy young adult horror mystery <no description>"
2902,The Fifth Mountain,Paulo Coelho,<no description>,Historical,3.61,26060,Romance Historical Classics Fantasy Young Adult Philosophy History Self Help,the fifth mountain paulo coelho historical romance historical classics fantasy young adult philosophy history self help <no description>
2903,The Power of Myth,"Joseph Campbell, Bill Moyers",<no description>,History,4.3,32337,Psychology Classics Fantasy Philosophy History Self Help Non-Fiction,"the power of myth joseph campbell, bill moyers history psychology classics fantasy philosophy history self help non-fiction <no description>"
2904,"Lock In (Lock In, #1)",John Scalzi,<no description>,Science Fiction,3.85,31073,Thriller Science Fiction Fantasy Crime Mystery,"lock in (lock in, #1) john scalzi science fiction thriller science fiction fantasy crime mystery <no description>"
2905,Longbourn,Jo Baker,<no description>,Historical,3.62,32744,Romance History Classics Historical,longbourn jo baker historical romance history classics historical <no description>
2906,As You Wish: Inconceivable Tales from the Making of The Princess Bride,"Cary Elwes, Joe Layden, Various, Rob Reiner",<no description>,Non-Fiction,4.08,31886,Classics Fantasy Non-Fiction Biography,"as you wish: inconceivable tales from the making of the princess bride cary elwes, joe layden, various, rob reiner non-fiction classics fantasy non-fiction biography <no description>"
2907,"Good Night, Gorilla",Peggy Rathmann,<no description>,Children,4.2,37948,Classics Fantasy Children,"good night, gorilla peggy rathmann children classics fantasy children <no description>"
2908,The Beginning of Everything,Robyn Schneider,<no description>,Young Adult,3.78,35150,Romance Young Adult,the beginning of everything robyn schneider young adult romance young adult <no description>
2909,"In Too Deep (The 39 Clues, #6)",Jude Watson,<no description>,Mystery,4.02,35694,Thriller Science Fiction Children Historical Fantasy Young Adult Travel History Mystery,"in too deep (the 39 clues, #6) jude watson mystery thriller science fiction children historical fantasy young adult travel history mystery <no description>"
2910,Catch Me If You Can: The True Story of a Real Fake,"Frank W. Abagnale, Stan Redding",<no description>,Non-Fiction,4.05,32048,Classics Crime History Mystery Non-Fiction Biography,"catch me if you can: the true story of a real fake frank w. abagnale, stan redding non-fiction classics crime history mystery non-fiction biography <no description>"
2911,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",Laurell K. Hamilton,<no description>,Fantasy,3.89,46567,Romance Science Fiction Fantasy Horror Crime Mystery,"narcissus in chains (anita blake, vampire hunter, #10) laurell k. hamilton fantasy romance science fiction fantasy horror crime mystery <no description>"
2912,The Seat of the Soul,Gary Zukav,<no description>,Non-Fiction,3.97,29675,Psychology Business Philosophy Self Help Non-Fiction,the seat of the soul gary zukav non-fiction psychology business philosophy self help non-fiction <no description>
2913,"Claim Me (Stark Trilogy, #2)",J. Kenner,<no description>,Romance,4.21,42238,Romance,"claim me (stark trilogy, #2) j. kenner romance romance <no description>"
2914,Special Topics in Calamity Physics,Marisha Pessl,<no description>,Mystery,3.7,29369,Crime Mystery Young Adult Thriller,special topics in calamity physics marisha pessl mystery crime mystery young adult thriller <no description>
2915,Bird Box,Josh Malerman,<no description>,Horror,3.98,31735,Thriller Science Fiction Fantasy Horror Mystery,bird box josh malerman horror thriller science fiction fantasy horror mystery <no description>
2916,"Partials (Partials Sequence, #1)",Dan Wells,<no description>,Young Adult,3.94,42493,Romance Science Fiction Young Adult Fantasy Mystery,"partials (partials sequence, #1) dan wells young adult romance science fiction young adult fantasy mystery <no description>"
2917,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan,<no description>,History,4.04,32275,History Non-Fiction Historical Biography,the worst hard time: the untold story of those who survived the great american dust bowl timothy egan history history non-fiction historical biography <no description>
2918,What She Left Behind,Ellen Marie Wiseman,<no description>,Historical,3.86,22933,Romance Psychology Historical Young Adult History Mystery,what she left behind ellen marie wiseman historical romance psychology historical young adult history mystery <no description>
2919,"Wicked (Pretty Little Liars, #5)",Sara Shepard,<no description>,Young Adult,4.04,38461,Romance Thriller Young Adult Crime Mystery,"wicked (pretty little liars, #5) sara shepard young adult romance thriller young adult crime mystery <no description>"
2920,"Transfer of Power (Mitch Rapp, #3)",Vince Flynn,<no description>,Thriller,4.31,28647,Thriller Mystery Crime,"transfer of power (mitch rapp, #3) vince flynn thriller thriller mystery crime <no description>"
2921,Ariel,Sylvia Plath,<no description>,Poetry,4.23,35566,Classics Poetry Non-Fiction,ariel sylvia plath poetry classics poetry non-fiction <no description>
2922,"Batman, Volume 1: The Court of Owls","Scott Snyder, Greg Capullo, Jonathan Glapion",<no description>,Graphic Novels,4.3,30617,Thriller Science Fiction Graphic Novels Fantasy Young Adult Horror Crime Mystery,"batman, volume 1: the court of owls scott snyder, greg capullo, jonathan glapion graphic novels thriller science fiction graphic novels fantasy young adult horror crime mystery <no description>"
2923,"Practical Demonkeeping (Pine Cove, #1)",Christopher Moore,<no description>,Fantasy,3.81,33593,Fantasy Horror Science Fiction,"practical demonkeeping (pine cove, #1) christopher moore fantasy fantasy horror science fiction <no description>"
2924,"The Last Templar (Templar, #1)",Raymond Khoury,<no description>,Thriller,3.57,33675,Thriller Romance Historical Fantasy Crime History Mystery,"the last templar (templar, #1) raymond khoury thriller thriller romance historical fantasy crime history mystery <no description>"
2925,Official Book Club Selection: A Memoir According to Kathy Griffin,Kathy Griffin,<no description>,Non-Fiction,3.8,31685,Non-Fiction Biography,official book club selection: a memoir according to kathy griffin kathy griffin non-fiction non-fiction biography <no description>
2926,The Book of Laughter and Forgetting,"Milan Kundera, Aaron Asher",<no description>,Philosophy,4.01,28159,Romance Historical Classics Philosophy History Non-Fiction,"the book of laughter and forgetting milan kundera, aaron asher philosophy romance historical classics philosophy history non-fiction <no description>"
2927,The Horse Whisperer,Nicholas Evans,<no description>,Romance,3.77,38033,Romance Young Adult Classics Psychology,the horse whisperer nicholas evans romance romance young adult classics psychology <no description>
2928,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,Sherry Argov,<no description>,Self Help,3.89,26662,Romance Psychology Self Help Non-Fiction,why men love bitches: from doormat to dreamgirl—a woman's guide to holding her own in a relationship sherry argov self help romance psychology self help non-fiction <no description>
2929,"Wanted (Pretty Little Liars, #8)",Sara Shepard,<no description>,Young Adult,4.15,36207,Thriller Young Adult Mystery Romance,"wanted (pretty little liars, #8) sara shepard young adult thriller young adult mystery romance <no description>"
2930,"The Outlaw Demon Wails (The Hollows, #6)",Kim Harrison,<no description>,Fantasy,4.38,44119,Romance Science Fiction Fantasy Horror Mystery,"the outlaw demon wails (the hollows, #6) kim harrison fantasy romance science fiction fantasy horror mystery <no description>"
2931,Flatland: A Romance of Many Dimensions,"Edwin A. Abbott, Banesh Hoffmann",<no description>,Science Fiction,3.81,31377,Romance Science Fiction Classics Fantasy Philosophy Non-Fiction,"flatland: a romance of many dimensions edwin a. abbott, banesh hoffmann science fiction romance science fiction classics fantasy philosophy non-fiction <no description>"
2932,"The Diviners (The Diviners, #1)",Libba Bray,<no description>,Young Adult,3.96,44513,Romance Thriller Science Fiction Historical Young Adult Fantasy Horror Crime History Mystery,"the diviners (the diviners, #1) libba bray young adult romance thriller science fiction historical young adult fantasy horror crime history mystery <no description>"
2933,The Spectacular Now,Tim Tharp,<no description>,Young Adult,3.53,30125,Romance Young Adult,the spectacular now tim tharp young adult romance young adult <no description>
2934,The Art of Loving,"Erich Fromm, Peter D. Kramer, Rainer Funk",<no description>,Psychology,4.01,29048,Romance Psychology Classics Philosophy Self Help Non-Fiction,"the art of loving erich fromm, peter d. kramer, rainer funk psychology romance psychology classics philosophy self help non-fiction <no description>"
2935,"Gregor and the Code of Claw (Underland Chronicles, #5)",Suzanne Collins,<no description>,Fantasy,4.25,33286,Romance Science Fiction Children Fantasy Young Adult,"gregor and the code of claw (underland chronicles, #5) suzanne collins fantasy romance science fiction children fantasy young adult <no description>"
2936,"Eric (Discworld, #9; Rincewind #4)",Terry Pratchett,<no description>,Fantasy,3.72,37938,Fantasy Science Fiction Young Adult,"eric (discworld, #9; rincewind #4) terry pratchett fantasy fantasy science fiction young adult <no description>"
2937,A Game of You (The Sandman #5),"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",<no description>,Graphic Novels,4.43,37211,Science Fiction Graphic Novels Comics Classics Fantasy Horror Mystery,"a game of you (the sandman #5) neil gaiman, shawn mcmanus, colleen doran, bryan talbot, george pratt, stan woch, dick giordano, todd klein graphic novels science fiction graphic novels comics classics fantasy horror mystery <no description>"
2938,The Other Side of the Story,Marian Keyes,<no description>,Romance,3.77,32185,Romance,the other side of the story marian keyes romance romance <no description>
2939,Beach Music,Pat Conroy,<no description>,Historical,4.13,33220,Romance Historical,beach music pat conroy historical romance historical <no description>
2940,"An Echo in the Darkness (Mark of the Lion, #2)",Francine Rivers,<no description>,Historical,4.6,32386,Romance History Historical,"an echo in the darkness (mark of the lion, #2) francine rivers historical romance history historical <no description>"
2941,"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,<no description>,Fantasy,4.06,46096,Romance Historical Fantasy Young Adult Mystery,"the kiss of deception (the remnant chronicles, #1) mary e. pearson fantasy romance historical fantasy young adult mystery <no description>"
2942,"Tai-Pan (Asian Saga, #2)",James Clavell,<no description>,Historical,4.25,34158,Thriller Romance Historical Classics Travel History Mystery,"tai-pan (asian saga, #2) james clavell historical thriller romance historical classics travel history mystery <no description>"
2943,The Weird Sisters,Eleanor Brown,<no description>,Fantasy,3.36,35752,Romance Fantasy,the weird sisters eleanor brown fantasy romance fantasy <no description>
2944,"The Truth (Discworld, #25; Industrial Revolution, #2)",Terry Pratchett,<no description>,Fantasy,4.25,37045,Fantasy Mystery Science Fiction Crime,"the truth (discworld, #25; industrial revolution, #2) terry pratchett fantasy fantasy mystery science fiction crime <no description>"
2945,The Leftovers,Tom Perrotta,<no description>,Fantasy,3.38,31583,Fantasy Mystery Science Fiction,the leftovers tom perrotta fantasy fantasy mystery science fiction <no description>
2946,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,<no description>,Psychology,4.1,28619,Psychology Business Philosophy Self Help Non-Fiction,flow: the psychology of optimal experience mihaly csikszentmihalyi psychology psychology business philosophy self help non-fiction <no description>
2947,"Dragons of Winter Night (Dragonlance: Chronicles, #2)","Margaret Weis, Tracy Hickman",<no description>,Fantasy,4.13,31341,Romance Science Fiction Graphic Novels Comics Classics Fantasy Young Adult,"dragons of winter night (dragonlance: chronicles, #2) margaret weis, tracy hickman fantasy romance science fiction graphic novels comics classics fantasy young adult <no description>"
2948,Unbearable Lightness: A Story of Loss and Gain,Portia de Rossi,<no description>,Non-Fiction,3.83,30676,Psychology Self Help Non-Fiction Biography,unbearable lightness: a story of loss and gain portia de rossi non-fiction psychology self help non-fiction biography <no description>
2949,"Mine Till Midnight (The Hathaways, #1)",Lisa Kleypas,<no description>,Historical,4.08,44104,Romance Historical,"mine till midnight (the hathaways, #1) lisa kleypas historical romance historical <no description>"
2950,All the President's Men,"Carl Bernstein, Bob Woodward",<no description>,History,4.17,30919,Thriller Historical Classics Crime History Mystery Non-Fiction Biography,"all the president's men carl bernstein, bob woodward history thriller historical classics crime history mystery non-fiction biography <no description>"
2951,Wolfsbane (Nightshade #2; Nightshade World #5),Andrea Cremer,<no description>,Young Adult,4.12,41067,Romance Young Adult Fantasy,wolfsbane (nightshade #2; nightshade world #5) andrea cremer young adult romance young adult fantasy <no description>
2952,The Mill on the Floss,"George Eliot, A.S. Byatt",<no description>,Classics,3.77,36017,Classics Romance Historical,"the mill on the floss george eliot, a.s. byatt classics classics romance historical <no description>"
2953,Super Sad True Love Story,Gary Shteyngart,<no description>,Science Fiction,3.44,29946,Romance Fantasy Science Fiction,super sad true love story gary shteyngart science fiction romance fantasy science fiction <no description>
2954,"The Blue Sword (Damar, #1)",Robin McKinley,<no description>,Fantasy,4.24,44806,Romance Science Fiction Children Classics Fantasy Young Adult,"the blue sword (damar, #1) robin mckinley fantasy romance science fiction children classics fantasy young adult <no description>"
2955,"Lover at Last (Black Dagger Brotherhood, #11)",J.R. Ward,<no description>,Romance,4.3,45447,Romance Fantasy,"lover at last (black dagger brotherhood, #11) j.r. ward romance romance fantasy <no description>"
2956,Vampire Academy: The Ultimate Guide (Vampire Academy),"Michelle Rowen, Richelle Mead",<no description>,Young Adult,4.45,32818,Romance Young Adult Fantasy Non-Fiction,"vampire academy: the ultimate guide (vampire academy) michelle rowen, richelle mead young adult romance young adult fantasy non-fiction <no description>"
2957,Surprised by Joy: The Shape of My Early Life,C.S. Lewis,<no description>,Biography,4.14,33698,Classics Philosophy History Non-Fiction Biography,surprised by joy: the shape of my early life c.s. lewis biography classics philosophy history non-fiction biography <no description>
2958,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,<no description>,Non-Fiction,4.3,31616,Psychology Classics Philosophy History Non-Fiction,"gödel, escher, bach: an eternal golden braid douglas r. hofstadter non-fiction psychology classics philosophy history non-fiction <no description>"
2959,"Trickster's Queen (Daughter of the Lioness, #2)",Tamora Pierce,<no description>,Fantasy,4.28,45843,Romance Fantasy Young Adult,"trickster's queen (daughter of the lioness, #2) tamora pierce fantasy romance fantasy young adult <no description>"
2960,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)","Robert Frost, Edward Connery Lathem",<no description>,Poetry,4.23,33525,Classics Poetry Non-Fiction,"the poetry of robert frost (collected poems, complete & unabridged) robert frost, edward connery lathem poetry classics poetry non-fiction <no description>"
2961,"Freak the Mighty (Freak The Mighty, #1)",Rodman Philbrick,<no description>,Young Adult,3.98,34587,Classics Young Adult Children,"freak the mighty (freak the mighty, #1) rodman philbrick young adult classics young adult children <no description>"
2962,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",Jennifer E. Smith,<no description>,Young Adult,3.69,40369,Romance Young Adult,"this is what happy looks like (this is what happy looks like, #1) jennifer e. smith young adult romance young adult <no description>"
2963,What's So Amazing About Grace?,Philip Yancey,<no description>,Non-Fiction,4.21,28501,Philosophy Self Help Non-Fiction,what's so amazing about grace? philip yancey non-fiction philosophy self help non-fiction <no description>
2964,"Kill Shot (Mitch Rapp, #2)",Vince Flynn,<no description>,Thriller,4.3,28845,Thriller Mystery Crime,"kill shot (mitch rapp, #2) vince flynn thriller thriller mystery crime <no description>"
2965,"The Plains of Passage (Earth's Children, #4)",Jean M. Auel,<no description>,Historical,3.77,36663,Romance Science Fiction Historical Children Classics Fantasy History,"the plains of passage (earth's children, #4) jean m. auel historical romance science fiction historical children classics fantasy history <no description>"
2966,"Hard Luck (Diary of a Wimpy Kid, #8)",Jeff Kinney,<no description>,Children,4.28,32069,Graphic Novels Young Adult Children Comics,"hard luck (diary of a wimpy kid, #8) jeff kinney children graphic novels young adult children comics <no description>"
2967,The Bookseller of Kabul,"Åsne Seierstad, Ingrid Christopherson",<no description>,Non-Fiction,3.76,30531,Historical Travel History Non-Fiction Biography,"the bookseller of kabul åsne seierstad, ingrid christopherson non-fiction historical travel history non-fiction biography <no description>"
2968,"The Merchant of Death (Pendragon, #1)",D.J. MacHale,<no description>,Young Adult,3.93,38633,Thriller Romance Science Fiction Children Young Adult Fantasy Mystery,"the merchant of death (pendragon, #1) d.j. machale young adult thriller romance science fiction children young adult fantasy mystery <no description>"
2969,The City & the City,China Miéville,<no description>,Fantasy,3.91,29577,Thriller Science Fiction Fantasy Crime Mystery,the city & the city china miéville fantasy thriller science fiction fantasy crime mystery <no description>
2970,"Fatal Voyage (Temperance Brennan, #4)",Kathy Reichs,<no description>,Mystery,4.04,35970,Thriller Mystery Crime,"fatal voyage (temperance brennan, #4) kathy reichs mystery thriller mystery crime <no description>"
2971,"Magic Strikes (Kate Daniels, #3)",Ilona Andrews,<no description>,Fantasy,4.44,51165,Romance Fantasy Mystery Science Fiction,"magic strikes (kate daniels, #3) ilona andrews fantasy romance fantasy mystery science fiction <no description>"
2972,"My Favorite Mistake (My Favorite Mistake, #1)",Chelsea M. Cameron,<no description>,Romance,4.01,30177,Romance Young Adult,"my favorite mistake (my favorite mistake, #1) chelsea m. cameron romance romance young adult <no description>"
2973,Airport,Arthur Hailey,<no description>,Thriller,3.92,30040,Thriller Classics Travel Crime Mystery Non-Fiction,airport arthur hailey thriller thriller classics travel crime mystery non-fiction <no description>
2974,"Angel (Maximum Ride, #7)",James Patterson,<no description>,Young Adult,4.02,39938,Romance Thriller Science Fiction Young Adult Fantasy Mystery,"angel (maximum ride, #7) james patterson young adult romance thriller science fiction young adult fantasy mystery <no description>"
2975,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",<no description>,Classics,4.35,27519,Classics Fantasy Science Fiction Non-Fiction,"kurt vonnegut's cat's cradle (modern critical interpretations) harold bloom, terry southern, david h. goldsmith, james lundquist, lawrence r. broer, peter j. reed, loree rackstraw, william s. doxey, jerome klinkowitz, richard giannone, john l. simons, leonard mustazza, zoltan ab di-nagy, peter freese, wendy b. faris classics classics fantasy science fiction non-fiction <no description>"
2976,"Ramona the Brave (Ramona, #3)","Beverly Cleary, Alan Tiegreen",<no description>,Children,4.09,42479,Classics Young Adult Children,"ramona the brave (ramona, #3) beverly cleary, alan tiegreen children classics young adult children <no description>"
2977,The Last Command,Timothy Zahn,<no description>,Science Fiction,4.2,33145,Fantasy Science Fiction Young Adult,the last command timothy zahn science fiction fantasy science fiction young adult <no description>
2978,The Emperor's Soul,Brandon Sanderson,<no description>,Fantasy,4.33,33634,Fantasy Science Fiction Young Adult,the emperor's soul brandon sanderson fantasy fantasy science fiction young adult <no description>
2979,Just After Sunset,Stephen King,<no description>,Horror,3.85,34722,Thriller Science Fiction Fantasy Horror Mystery,just after sunset stephen king horror thriller science fiction fantasy horror mystery <no description>
2980,Sold,Patricia McCormick,<no description>,Young Adult,4.19,36389,Historical Young Adult Non-Fiction Poetry,sold patricia mccormick young adult historical young adult non-fiction poetry <no description>
2981,"Double Cross (Alex Cross, #13)",James Patterson,<no description>,Crime,3.99,34189,Thriller Mystery Crime,"double cross (alex cross, #13) james patterson crime thriller mystery crime <no description>"
2982,Eugene Onegin,"Alexander Pushkin, James E. Falen",<no description>,Romance,4.08,33240,Romance Historical Poetry Classics History,"eugene onegin alexander pushkin, james e. falen romance romance historical poetry classics history <no description>"
2983,"These Broken Stars (Starbound, #1)","Amie Kaufman, Meagan Spooner",<no description>,Young Adult,3.93,44488,Romance Science Fiction Young Adult Fantasy Mystery,"these broken stars (starbound, #1) amie kaufman, meagan spooner young adult romance science fiction young adult fantasy mystery <no description>"
2984,"Eon: Dragoneye Reborn (Eon, #1)",Alison Goodman,<no description>,Fantasy,3.98,42802,Romance Science Fiction Historical Fantasy Young Adult,"eon: dragoneye reborn (eon, #1) alison goodman fantasy romance science fiction historical fantasy young adult <no description>"
2985,The View from Saturday,E.L. Konigsburg,<no description>,Young Adult,3.74,36803,Classics Young Adult Children,the view from saturday e.l. konigsburg young adult classics young adult children <no description>
2986,"Hidden (House of Night, #10)","P.C. Cast, Kristin Cast",<no description>,Young Adult,3.98,38594,Romance Young Adult Fantasy,"hidden (house of night, #10) p.c. cast, kristin cast young adult romance young adult fantasy <no description>"
2987,"Spell Bound (Hex Hall, #3)",Rachel Hawkins,<no description>,Young Adult,4.09,48116,Romance Mystery Young Adult Fantasy,"spell bound (hex hall, #3) rachel hawkins young adult romance mystery young adult fantasy <no description>"
2988,"The Secret of the Old Clock (Nancy Drew, #1)","Carolyn Keene, Russell H. Tandy, Sara Paretsky",<no description>,Mystery,3.98,44256,Children Historical Classics Young Adult Crime Mystery,"the secret of the old clock (nancy drew, #1) carolyn keene, russell h. tandy, sara paretsky mystery children historical classics young adult crime mystery <no description>"
2989,"Plum Island (John Corey, #1)",Nelson DeMille,<no description>,Mystery,4.03,30595,Thriller Mystery Crime,"plum island (john corey, #1) nelson demille mystery thriller mystery crime <no description>"
2990,"The Story of Doctor Dolittle (Doctor Dolittle, #1)","Hugh Lofting, Michael Hague",<no description>,Classics,3.98,36867,Children Historical Classics Fantasy Young Adult,"the story of doctor dolittle (doctor dolittle, #1) hugh lofting, michael hague classics children historical classics fantasy young adult <no description>"
2991,Second Glance,Jodi Picoult,<no description>,Mystery,3.79,33486,Romance Mystery Fantasy Historical,second glance jodi picoult mystery romance mystery fantasy historical <no description>
2992,"Frog and Toad Together (Frog and Toad, #2)",Arnold Lobel,<no description>,Children,4.21,34172,Classics Fantasy Young Adult Children,"frog and toad together (frog and toad, #2) arnold lobel children classics fantasy young adult children <no description>"
2993,The Lottery,Shirley Jackson,<no description>,Classics,4.09,38448,Thriller Science Fiction Historical Classics Fantasy Young Adult Horror Mystery,the lottery shirley jackson classics thriller science fiction historical classics fantasy young adult horror mystery <no description>
2994,"Big Stone Gap (Big Stone Gap, #1)",Adriana Trigiani,<no description>,Romance,3.86,34200,Romance Historical,"big stone gap (big stone gap, #1) adriana trigiani romance romance historical <no description>"
2995,"The Alexandria Link (Cotton Malone, #2)",Steve Berry,<no description>,Thriller,3.92,31070,Thriller Historical Crime History Mystery,"the alexandria link (cotton malone, #2) steve berry thriller thriller historical crime history mystery <no description>"
2996,"The Gathering (Darkness Rising, #1)",Kelley Armstrong,<no description>,Young Adult,4.03,48722,Romance Science Fiction Young Adult Fantasy Mystery,"the gathering (darkness rising, #1) kelley armstrong young adult romance science fiction young adult fantasy mystery <no description>"
2997,"The Fiery Heart (Bloodlines, #4)",Richelle Mead,<no description>,Young Adult,4.39,49513,Romance Young Adult Fantasy,"the fiery heart (bloodlines, #4) richelle mead young adult romance young adult fantasy <no description>"
2998,"Magic Bleeds (Kate Daniels, #4)",Ilona Andrews,<no description>,Fantasy,4.46,50637,Romance Fantasy Mystery Science Fiction,"magic bleeds (kate daniels, #4) ilona andrews fantasy romance fantasy mystery science fiction <no description>"
2999,The Japanese Lover,"Isabel Allende, Nick Caistor, Amanda Hopkinson",<no description>,Historical,3.8,23737,Romance History Historical,"the japanese lover isabel allende, nick caistor, amanda hopkinson historical romance history historical <no description>"
3000,"Jingo (Discworld, #21; City Watch, #4)",Terry Pratchett,<no description>,Fantasy,4.11,35961,Science Fiction Fantasy Young Adult Crime Mystery,"jingo (discworld, #21; city watch, #4) terry pratchett fantasy science fiction fantasy young adult crime mystery <no description>"
3001,"Kiss of Midnight (Midnight Breed,  #1)",Lara Adrian,<no description>,Romance,3.93,48695,Romance Fantasy,"kiss of midnight (midnight breed,  #1) lara adrian romance romance fantasy <no description>"
3002,Sons and Lovers,"D.H. Lawrence, Geoff Dyer",<no description>,Classics,3.61,33792,Classics Historical Romance,"sons and lovers d.h. lawrence, geoff dyer classics classics historical romance <no description>"
3003,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,<no description>,Romance,4.16,31309,Romance History Classics Historical,a woman of substance (emma harte saga #1) barbara taylor bradford romance romance history classics historical <no description>
3004,"Crash (Crash, #1)",Nicole  Williams,<no description>,Romance,4.02,49133,Romance Young Adult,"crash (crash, #1) nicole  williams romance romance young adult <no description>"
3005,"The Hit (Will Robie, #2)",David Baldacci,<no description>,Thriller,4.05,25123,Thriller Mystery Crime,"the hit (will robie, #2) david baldacci thriller thriller mystery crime <no description>"
3006,"Count Zero (Sprawl, #2)",William Gibson,<no description>,Science Fiction,4.0,32238,Thriller Science Fiction Business Fantasy Crime,"count zero (sprawl, #2) william gibson science fiction thriller science fiction business fantasy crime <no description>"
3007,Peony in Love,Lisa See,<no description>,Historical,3.59,34044,Romance History Fantasy Historical,peony in love lisa see historical romance history fantasy historical <no description>
3008,Twenty Boy Summer,Sarah Ockler,<no description>,Young Adult,3.89,35435,Romance Young Adult,twenty boy summer sarah ockler young adult romance young adult <no description>
3009,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,"Robert T. Kiyosaki, Sharon L. Lechter",<no description>,Business,4.05,24907,Business Psychology Self Help Non-Fiction,"rich dad's cashflow quadrant: rich dad's guide to financial freedom robert t. kiyosaki, sharon l. lechter business business psychology self help non-fiction <no description>"
3010,"The Ice Princess (Patrik Hedström, #1)","Camilla Läckberg, Steven T. Murray",<no description>,Crime,3.69,29913,Thriller Mystery Crime Romance,"the ice princess (patrik hedström, #1) camilla läckberg, steven t. murray crime thriller mystery crime romance <no description>"
3011,Bookends,Jane Green,<no description>,Romance,3.7,32755,Romance,bookends jane green romance romance <no description>
3012,Maude,Donna Mabry,<no description>,Historical,4.05,28316,History Non-Fiction Historical Biography,maude donna mabry historical history non-fiction historical biography <no description>
3013,The Last Colony (Old Man's War #3),John Scalzi,<no description>,Science Fiction,4.03,29154,Fantasy Science Fiction,the last colony (old man's war #3) john scalzi science fiction fantasy science fiction <no description>
3014,If You Take a Mouse to School,"Laura Joffe Numeroff, Felicia Bond",<no description>,Children,4.26,32340,Fantasy Children,"if you take a mouse to school laura joffe numeroff, felicia bond children fantasy children <no description>"
3015,"Finding Cinderella (Hopeless, #2.5)",Colleen Hoover,<no description>,Romance,4.3,42821,Romance Young Adult,"finding cinderella (hopeless, #2.5) colleen hoover romance romance young adult <no description>"
3016,Last Chance Saloon,Marian Keyes,<no description>,Romance,3.78,32255,Romance,last chance saloon marian keyes romance romance <no description>
3017,"Beauty from Pain (Beauty, #1)",Georgia Cates,<no description>,Romance,4.25,46668,Romance,"beauty from pain (beauty, #1) georgia cates romance romance <no description>"
3018,Where Are the Children?,Mary Higgins Clark,<no description>,Mystery,4.0,34816,Thriller Romance Children Horror Crime Mystery,where are the children? mary higgins clark mystery thriller romance children horror crime mystery <no description>
3019,"The Hero and the Crown (Damar, #2)",Robin McKinley,<no description>,Fantasy,4.21,41796,Romance Science Fiction Children Classics Fantasy Young Adult,"the hero and the crown (damar, #2) robin mckinley fantasy romance science fiction children classics fantasy young adult <no description>"
3020,The Metamorphosis and Other Stories,"Franz Kafka, Jason Baker, Donna Freed",<no description>,Classics,4.01,29817,Science Fiction Classics Fantasy Philosophy Horror,"the metamorphosis and other stories franz kafka, jason baker, donna freed classics science fiction classics fantasy philosophy horror <no description>"
